client_id,epoch,batch_index,latency_seconds,payload_size_mb,edge_forward,edge_backward,server_forward,server_backward,inter_delay,grad_delay
741c817a,2,7,0.7224,8.5970,0.1112,0.1774,0.1604,0.2194,0.0211,0.0328
e531ccd9,2,8,0.6382,8.5966,0.1215,0.1786,0.0960,0.1805,0.0316,0.0301
741c817a,2,8,0.5516,8.5964,0.1301,0.1324,0.0956,0.1545,0.0101,0.0290
741c817a,1,1,0.5854,8.5964,0.1058,0.1689,0.0883,0.1756,0.0131,0.0337
e531ccd9,1,1,0.8822,8.5964,0.1129,0.1611,0.1028,0.1718,0.2937,0.0398
741c817a,1,2,0.5529,8.5963,0.1091,0.1602,0.0856,0.1578,0.0100,0.0302
e531ccd9,1,2,0.5825,8.5965,0.1206,0.1613,0.0964,0.1630,0.0105,0.0306
741c817a,1,3,0.5592,8.5968,0.1142,0.1546,0.0835,0.1579,0.0237,0.0253
e531ccd9,1,3,0.6708,8.5967,0.1198,0.2065,0.0960,0.1859,0.0107,0.0518
741c817a,1,4,0.7661,8.5967,0.1237,0.1472,0.1397,0.2387,0.0817,0.0351
e531ccd9,1,4,0.6465,8.5963,0.1568,0.1729,0.0976,0.1621,0.0160,0.0410
741c817a,2,5,0.6553,8.5965,0.1138,0.1921,0.1021,0.1793,0.0238,0.0442
e531ccd9,2,5,0.7186,8.5969,0.1275,0.2064,0.1093,0.2136,0.0104,0.0514
741c817a,2,6,0.7271,8.5969,0.1305,0.2187,0.1028,0.2051,0.0215,0.0487
e531ccd9,2,6,0.7750,8.5965,0.1526,0.2153,0.1317,0.2158,0.0171,0.0424
741c817a,2,7,0.7785,8.5965,0.1355,0.1927,0.1301,0.2368,0.0543,0.0290
e531ccd9,2,7,0.6994,8.5967,0.1533,0.1733,0.1186,0.2031,0.0126,0.0385
741c817a,2,8,0.6924,8.5963,0.1324,0.2076,0.1008,0.1814,0.0262,0.0439
e531ccd9,2,8,0.6335,8.5964,0.1162,0.1631,0.1216,0.1887,0.0161,0.0278
741c817a,1,1,0.6219,8.5972,0.1157,0.1705,0.1043,0.1830,0.0126,0.0360
e531ccd9,1,1,0.9192,8.5963,0.1339,0.1908,0.1086,0.1722,0.2802,0.0333
741c817a,1,2,0.6158,8.5970,0.1354,0.1575,0.1069,0.1738,0.0124,0.0299
e531ccd9,1,2,0.5835,8.5963,0.1069,0.1707,0.0914,0.1562,0.0212,0.0369
