client_id,epoch,batch_index,latency_seconds,payload_size_mb,edge_forward,edge_backward,server_forward,server_backward,inter_delay,grad_delay
a9daf54c,18,70,0.6638,8.5965,0.1313,0.1857,0.1063,0.1885,0.0153,0.0367
d20756ae,18,70,0.5971,8.5966,0.1290,0.1588,0.0992,0.1658,0.0105,0.0338
a9daf54c,18,71,0.5739,8.5963,0.1311,0.1363,0.1036,0.1683,0.0121,0.0226
d20756ae,18,71,0.5574,8.5968,0.1074,0.1533,0.0764,0.1548,0.0387,0.0268
a9daf54c,18,72,0.5400,8.5966,0.0970,0.1525,0.0917,0.1609,0.0080,0.0298
d20756ae,18,72,0.6033,8.5968,0.1213,0.1820,0.0880,0.1785,0.0089,0.0246
a9daf54c,19,73,0.6190,8.5968,0.1173,0.1632,0.1000,0.1865,0.0210,0.0310
d20756ae,19,73,0.6551,8.5968,0.1247,0.1831,0.0997,0.2027,0.0109,0.0338
a9daf54c,19,74,0.6825,8.5966,0.1398,0.1822,0.1036,0.1887,0.0348,0.0334
d20756ae,19,74,0.6129,8.5964,0.1395,0.1624,0.1014,0.1737,0.0094,0.0265
a9daf54c,19,75,0.6395,8.5966,0.1291,0.1651,0.1100,0.1934,0.0110,0.0308
d20756ae,19,75,0.6259,8.5971,0.1196,0.1823,0.0870,0.1715,0.0333,0.0322
a9daf54c,19,76,0.6012,8.5967,0.1151,0.1743,0.0968,0.1785,0.0088,0.0277
d20756ae,19,76,0.6463,8.5964,0.1376,0.1798,0.0982,0.1876,0.0092,0.0340
a9daf54c,20,77,0.6711,8.5968,0.1355,0.1883,0.1023,0.1996,0.0155,0.0299
d20756ae,20,77,0.6633,8.5965,0.1377,0.1894,0.1046,0.1761,0.0126,0.0430
a9daf54c,20,78,0.6735,8.5964,0.1404,0.1823,0.1053,0.1952,0.0115,0.0388
d20756ae,20,78,0.6706,8.5967,0.1352,0.1581,0.1160,0.2118,0.0184,0.0311
a9daf54c,20,79,0.5949,8.5963,0.1271,0.1461,0.0959,0.1769,0.0195,0.0295
d20756ae,20,79,0.6106,8.5965,0.1253,0.1622,0.0994,0.1859,0.0108,0.0270
a9daf54c,20,80,0.6362,8.5964,0.1179,0.1533,0.1046,0.1920,0.0423,0.0260
d20756ae,20,80,0.5791,8.5965,0.1180,0.1322,0.0971,0.1775,0.0235,0.0308
a9daf54c,1,1,0.5404,8.5963,0.0927,0.1768,0.0857,0.1465,0.0092,0.0295
d20756ae,1,1,0.8397,8.5964,0.1072,0.1939,0.0990,0.1725,0.2357,0.0313
a9daf54c,1,2,0.6382,8.5964,0.1309,0.1802,0.1013,0.1798,0.0128,0.0332
d20756ae,1,2,0.6368,8.5963,0.1274,0.1784,0.0985,0.1852,0.0139,0.0335
a9daf54c,1,3,0.5623,8.5964,0.1283,0.1498,0.0953,0.1518,0.0120,0.0250
d20756ae,1,3,0.5327,8.5963,0.1181,0.1525,0.0772,0.1448,0.0102,0.0299
a9daf54c,1,4,0.5824,8.5966,0.1206,0.1614,0.0891,0.1716,0.0081,0.0316
d20756ae,1,4,0.5962,8.5967,0.1134,0.1638,0.0865,0.1726,0.0319,0.0280
a9daf54c,2,5,0.6237,8.5967,0.1204,0.1700,0.1046,0.1899,0.0116,0.0272
d20756ae,2,5,0.7369,8.5965,0.1262,0.2011,0.1120,0.2178,0.0447,0.0353
a9daf54c,2,6,0.6736,8.5966,0.1290,0.1760,0.0975,0.1915,0.0383,0.0412
d20756ae,2,6,0.6389,8.5967,0.1407,0.1556,0.1076,0.1949,0.0103,0.0297
a9daf54c,2,7,0.6023,8.5967,0.1290,0.1487,0.0857,0.1593,0.0548,0.0248
d20756ae,2,7,0.5803,8.5964,0.1105,0.1581,0.0976,0.1785,0.0101,0.0255
a9daf54c,2,8,0.6146,8.5967,0.1131,0.1538,0.0919,0.1829,0.0445,0.0285
d20756ae,2,8,0.5868,8.5969,0.1205,0.1642,0.0877,0.1780,0.0103,0.0262
a9daf54c,3,9,0.6087,8.5967,0.1179,0.1616,0.1025,0.1823,0.0142,0.0301
d20756ae,3,9,0.6595,8.5967,0.1292,0.1688,0.1059,0.2106,0.0140,0.0309
a9daf54c,3,10,0.6868,8.5968,0.1234,0.1758,0.1009,0.2078,0.0428,0.0360
d20756ae,3,10,0.6776,8.5963,0.1285,0.1686,0.1162,0.2038,0.0235,0.0369
a9daf54c,3,11,0.6709,8.5966,0.1206,0.1858,0.1045,0.1948,0.0329,0.0323
d20756ae,3,11,0.6015,8.5968,0.1306,0.1357,0.1041,0.1875,0.0114,0.0321
a9daf54c,3,12,0.5541,8.5966,0.1307,0.1619,0.0778,0.1458,0.0098,0.0281
d20756ae,3,12,0.5878,8.5968,0.0952,0.1651,0.1001,0.1784,0.0160,0.0330
a9daf54c,4,13,0.6069,8.5964,0.1198,0.1912,0.0976,0.1554,0.0135,0.0295
d20756ae,4,13,0.6313,8.5964,0.1169,0.1811,0.1086,0.1720,0.0127,0.0401
a9daf54c,4,14,0.6413,8.5966,0.1306,0.1861,0.0965,0.1858,0.0090,0.0333
d20756ae,4,14,0.5960,8.5964,0.1274,0.1551,0.1027,0.1643,0.0105,0.0359
a9daf54c,4,15,0.5293,8.5963,0.1178,0.1596,0.0807,0.1391,0.0091,0.0230
d20756ae,4,15,0.5829,8.5964,0.1061,0.1597,0.0931,0.1569,0.0367,0.0304
a9daf54c,4,16,0.5818,8.5964,0.1228,0.1701,0.0940,0.1568,0.0106,0.0276
d20756ae,4,16,0.6163,8.5966,0.1065,0.1911,0.0928,0.1736,0.0234,0.0289
a9daf54c,5,17,0.6158,8.5963,0.1212,0.1822,0.1051,0.1666,0.0134,0.0274
d20756ae,5,17,0.6636,8.5963,0.1323,0.1935,0.0969,0.1975,0.0094,0.0340
a9daf54c,5,18,0.6855,8.5965,0.1416,0.1831,0.1029,0.2071,0.0121,0.0388
d20756ae,5,18,0.6221,8.5966,0.1420,0.1567,0.1018,0.1861,0.0112,0.0244
a9daf54c,5,19,0.5972,8.5967,0.1284,0.1814,0.0871,0.1639,0.0081,0.0283
d20756ae,5,19,0.6208,8.5973,0.1251,0.1782,0.0969,0.1803,0.0087,0.0316
a9daf54c,5,20,0.6459,8.5966,0.1377,0.1839,0.0948,0.1837,0.0086,0.0372
d20756ae,5,20,0.6588,8.5965,0.1357,0.1765,0.1079,0.1882,0.0128,0.0376
a9daf54c,6,21,0.6768,8.5966,0.1426,0.1905,0.1071,0.1834,0.0238,0.0293
d20756ae,6,21,0.6467,8.5964,0.1236,0.1771,0.0983,0.1892,0.0232,0.0354
a9daf54c,6,22,0.6706,8.5968,0.1424,0.1791,0.1011,0.2061,0.0095,0.0323
d20756ae,6,22,0.6810,8.5964,0.1286,0.1541,0.1111,0.1973,0.0547,0.0352
a9daf54c,6,23,0.5456,8.5964,0.1242,0.1544,0.0782,0.1529,0.0087,0.0273
d20756ae,6,23,0.5988,8.5966,0.1249,0.1694,0.0991,0.1652,0.0109,0.0293
a9daf54c,6,24,0.6220,8.5964,0.1109,0.1608,0.0948,0.1637,0.0623,0.0296
d20756ae,6,24,0.5574,8.5964,0.1235,0.1411,0.1007,0.1577,0.0095,0.0250
a9daf54c,7,25,0.6107,8.5965,0.1148,0.1770,0.0842,0.1762,0.0291,0.0295
d20756ae,7,25,0.6941,8.5967,0.1125,0.2128,0.1046,0.1949,0.0242,0.0451
a9daf54c,7,26,0.6667,8.5964,0.1290,0.1872,0.1198,0.1861,0.0166,0.0280
d20756ae,7,26,0.6718,8.5966,0.1303,0.1827,0.1051,0.2148,0.0093,0.0296
a9daf54c,7,27,0.6495,8.5965,0.1487,0.1751,0.0958,0.1770,0.0181,0.0349
d20756ae,7,27,0.6197,8.5963,0.1302,0.1564,0.1089,0.1844,0.0131,0.0267
a9daf54c,7,28,0.6294,8.5971,0.1165,0.1520,0.0951,0.1782,0.0573,0.0303
d20756ae,7,28,0.6214,8.5965,0.1200,0.1697,0.0971,0.1877,0.0125,0.0344
a9daf54c,8,29,0.7504,8.5977,0.1262,0.2101,0.1071,0.2162,0.0545,0.0363
d20756ae,8,29,0.7608,8.5963,0.1337,0.2083,0.1183,0.2261,0.0418,0.0326
a9daf54c,8,30,0.6998,8.5964,0.1493,0.1959,0.1034,0.1962,0.0128,0.0422
d20756ae,8,30,0.6214,8.5971,0.1358,0.1542,0.0991,0.1902,0.0106,0.0315
a9daf54c,8,31,0.5984,8.5972,0.1275,0.1672,0.0938,0.1706,0.0092,0.0302
d20756ae,8,31,0.5551,8.5964,0.1099,0.1369,0.0879,0.1555,0.0394,0.0254
a9daf54c,8,32,0.5774,8.5964,0.1258,0.1675,0.0866,0.1481,0.0087,0.0407
d20756ae,8,32,0.6710,8.5963,0.0980,0.1603,0.1141,0.1931,0.0716,0.0340
a9daf54c,9,33,0.6693,8.5968,0.1200,0.1860,0.1000,0.1976,0.0343,0.0315
d20756ae,9,33,0.7217,8.5964,0.1303,0.2369,0.1052,0.1865,0.0212,0.0416
a9daf54c,9,34,0.7113,8.5967,0.1351,0.1807,0.1518,0.1926,0.0153,0.0359
d20756ae,9,34,0.6213,8.5964,0.1477,0.1778,0.0988,0.1561,0.0120,0.0289
a9daf54c,9,35,0.5509,8.5966,0.1028,0.1600,0.0933,0.1578,0.0088,0.0282
d20756ae,9,35,0.5601,8.5965,0.1224,0.1518,0.0948,0.1566,0.0098,0.0246
a9daf54c,9,36,0.5252,8.5965,0.1080,0.1357,0.0896,0.1493,0.0167,0.0259
d20756ae,9,36,0.5270,8.5964,0.1092,0.1627,0.0772,0.1442,0.0112,0.0225
a9daf54c,10,37,0.5872,8.5965,0.1012,0.1690,0.0969,0.1659,0.0249,0.0292
d20756ae,10,37,0.6531,8.5963,0.1136,0.2009,0.0922,0.1887,0.0118,0.0459
a9daf54c,10,38,0.7197,8.5965,0.1222,0.1999,0.1165,0.2167,0.0238,0.0406
d20756ae,10,38,0.7389,8.5963,0.1552,0.1829,0.1252,0.2280,0.0122,0.0354
a9daf54c,10,39,0.6212,8.5964,0.1406,0.1496,0.0955,0.1747,0.0340,0.0268
d20756ae,10,39,0.5890,8.5968,0.1192,0.1457,0.0984,0.1876,0.0107,0.0274
a9daf54c,10,40,0.6566,8.5964,0.1239,0.1597,0.0969,0.1839,0.0638,0.0284
d20756ae,10,40,0.6359,8.5967,0.1179,0.1634,0.1049,0.1953,0.0259,0.0285
a9daf54c,11,41,0.6544,8.5967,0.1244,0.1718,0.1001,0.1941,0.0367,0.0273
d20756ae,11,41,0.6971,8.5971,0.1193,0.1782,0.1153,0.2167,0.0324,0.0352
a9daf54c,11,42,0.6794,8.5963,0.1313,0.1813,0.1043,0.1847,0.0417,0.0361
d20756ae,11,42,0.6331,8.5964,0.1429,0.1512,0.1064,0.1862,0.0138,0.0326
a9daf54c,11,43,0.6666,8.5967,0.1212,0.1926,0.0981,0.1902,0.0308,0.0337
d20756ae,11,43,0.6602,8.5963,0.1162,0.1612,0.1181,0.1976,0.0270,0.0401
a9daf54c,11,44,0.6313,8.5967,0.1306,0.1836,0.0980,0.1715,0.0139,0.0337
d20756ae,11,44,0.6069,8.5964,0.1143,0.1596,0.1075,0.1798,0.0122,0.0334
a9daf54c,12,45,0.6011,8.5966,0.1262,0.1706,0.0950,0.1721,0.0099,0.0272
d20756ae,12,45,0.7371,8.5965,0.1182,0.2179,0.1191,0.2159,0.0222,0.0438
a9daf54c,12,46,0.8055,8.5965,0.1316,0.2418,0.1384,0.2017,0.0497,0.0423
d20756ae,12,46,0.8327,8.5965,0.1532,0.1939,0.1642,0.2681,0.0160,0.0374
a9daf54c,12,47,0.6891,8.5965,0.2004,0.1392,0.1188,0.1810,0.0251,0.0245
d20756ae,12,47,0.5321,8.5964,0.1098,0.1538,0.0754,0.1467,0.0092,0.0372
a9daf54c,12,48,0.5733,8.5965,0.0994,0.1538,0.0933,0.1756,0.0155,0.0357
d20756ae,12,48,0.5678,8.5966,0.1098,0.1494,0.0947,0.1656,0.0148,0.0335
a9daf54c,13,49,0.5952,8.5965,0.1219,0.1916,0.0816,0.1596,0.0125,0.0280
d20756ae,13,49,0.6972,8.5968,0.1214,0.2010,0.1058,0.2136,0.0121,0.0432
a9daf54c,13,50,0.6689,8.5968,0.1389,0.1662,0.1071,0.1966,0.0206,0.0394
d20756ae,13,50,0.6361,8.5964,0.1457,0.1649,0.1100,0.1689,0.0119,0.0348
a9daf54c,13,51,0.6342,8.5968,0.1103,0.1650,0.0920,0.1686,0.0595,0.0388
d20756ae,13,51,0.5767,8.5966,0.1008,0.1551,0.1060,0.1740,0.0122,0.0286
a9daf54c,13,52,0.5858,8.5964,0.1234,0.1677,0.0839,0.1723,0.0091,0.0293
d20756ae,13,52,0.5954,8.5965,0.1090,0.1650,0.0990,0.1775,0.0106,0.0343
a9daf54c,14,53,0.5740,8.5965,0.1218,0.1607,0.0926,0.1632,0.0107,0.0250
d20756ae,14,53,0.6825,8.5963,0.1240,0.2018,0.1105,0.1945,0.0118,0.0398
a9daf54c,14,54,0.6800,8.5967,0.1218,0.1724,0.0998,0.1940,0.0656,0.0266
d20756ae,14,54,0.6479,8.5969,0.1407,0.1677,0.1093,0.1812,0.0149,0.0342
a9daf54c,14,55,0.7150,8.5964,0.1396,0.1835,0.1103,0.1926,0.0509,0.0380
d20756ae,14,55,0.6751,8.5964,0.1154,0.2254,0.1016,0.1883,0.0144,0.0299
a9daf54c,14,56,0.6637,8.5964,0.1353,0.1641,0.1505,0.1673,0.0160,0.0304
d20756ae,14,56,0.5865,8.5965,0.1378,0.1491,0.0900,0.1698,0.0106,0.0293
a9daf54c,15,57,0.5714,8.5965,0.1121,0.1770,0.0863,0.1548,0.0071,0.0340
d20756ae,15,57,0.6598,8.5963,0.1121,0.1853,0.1036,0.2054,0.0118,0.0416
a9daf54c,15,58,0.6870,8.5964,0.1314,0.1894,0.1093,0.2021,0.0160,0.0389
d20756ae,15,58,0.7015,8.5972,0.1477,0.1784,0.1115,0.2146,0.0121,0.0372
a9daf54c,15,59,0.6126,8.5974,0.1266,0.1442,0.1062,0.1652,0.0408,0.0297
d20756ae,15,59,0.5367,8.5964,0.1174,0.1632,0.0777,0.1411,0.0087,0.0287
a9daf54c,15,60,0.5708,8.5967,0.0957,0.1468,0.1045,0.1673,0.0189,0.0376
d20756ae,15,60,0.5326,8.5968,0.1082,0.1419,0.0915,0.1504,0.0124,0.0283
a9daf54c,16,61,0.5773,8.5968,0.1113,0.1813,0.0798,0.1651,0.0078,0.0321
d20756ae,16,61,0.6633,8.5964,0.1203,0.1780,0.1071,0.2036,0.0121,0.0422
a9daf54c,16,62,0.6655,8.5968,0.1308,0.1933,0.1026,0.1889,0.0175,0.0325
d20756ae,16,62,0.6601,8.5968,0.1335,0.1587,0.1093,0.2082,0.0103,0.0401
a9daf54c,16,63,0.6333,8.5964,0.1313,0.1686,0.1005,0.1726,0.0280,0.0324
d20756ae,16,63,0.6024,8.5967,0.1128,0.1870,0.1004,0.1596,0.0133,0.0293
a9daf54c,16,64,0.6386,8.5966,0.1140,0.1780,0.1064,0.1994,0.0092,0.0317
d20756ae,16,64,0.6491,8.5964,0.1477,0.1717,0.1029,0.1895,0.0112,0.0260
a9daf54c,17,65,0.6490,8.5963,0.1372,0.1934,0.1055,0.1628,0.0168,0.0333
d20756ae,17,65,0.7063,8.5969,0.1278,0.2007,0.1173,0.2121,0.0106,0.0378
a9daf54c,17,66,0.6529,8.5966,0.1322,0.1758,0.0927,0.1869,0.0334,0.0319
d20756ae,17,66,0.5927,8.5964,0.1450,0.1367,0.1069,0.1623,0.0114,0.0302
a9daf54c,17,67,0.5896,8.5967,0.1218,0.1670,0.0794,0.1434,0.0540,0.0241
d20756ae,17,67,0.6319,8.5966,0.1001,0.1597,0.1157,0.1970,0.0104,0.0491
a9daf54c,17,68,0.6888,8.5964,0.1286,0.1642,0.1070,0.1931,0.0576,0.0384
d20756ae,17,68,0.6007,8.5968,0.1181,0.1506,0.0970,0.1825,0.0183,0.0342
a9daf54c,18,69,0.5706,8.5967,0.1236,0.1758,0.0845,0.1489,0.0119,0.0260
d20756ae,18,69,0.6497,8.5963,0.1218,0.1965,0.0984,0.1763,0.0148,0.0418
a9daf54c,18,70,0.6309,8.5967,0.1267,0.1799,0.1004,0.1781,0.0152,0.0305
d20756ae,18,70,0.6421,8.5968,0.1416,0.1486,0.1125,0.1991,0.0114,0.0289
a9daf54c,18,71,0.7142,8.5968,0.1227,0.1788,0.0972,0.1936,0.0847,0.0372
d20756ae,18,71,0.5977,8.5967,0.1146,0.1418,0.0949,0.1739,0.0419,0.0305
a9daf54c,18,72,0.5357,8.5964,0.1325,0.1541,0.0797,0.1384,0.0078,0.0232
d20756ae,18,72,0.5832,8.5963,0.1009,0.1763,0.0919,0.1596,0.0222,0.0324
a9daf54c,19,73,0.6457,8.5970,0.1269,0.1997,0.0884,0.1873,0.0118,0.0317
d20756ae,19,73,0.7856,8.5964,0.1274,0.1957,0.1232,0.2916,0.0132,0.0345
a9daf54c,19,74,0.7532,8.5967,0.1456,0.1830,0.1035,0.1954,0.0926,0.0332
d20756ae,19,74,0.6184,8.5967,0.1391,0.1316,0.1147,0.1902,0.0101,0.0327
a9daf54c,19,75,0.6012,8.5968,0.1315,0.1840,0.0790,0.1489,0.0355,0.0223
d20756ae,19,75,0.5771,8.5965,0.1015,0.1552,0.1127,0.1613,0.0116,0.0347
a9daf54c,19,76,0.5794,8.5963,0.1226,0.1574,0.0921,0.1601,0.0133,0.0340
d20756ae,19,76,0.5663,8.5967,0.1155,0.1481,0.0861,0.1723,0.0096,0.0346
a9daf54c,20,77,0.6203,8.5968,0.1240,0.1892,0.0939,0.1703,0.0102,0.0328
d20756ae,20,77,0.6800,8.5965,0.1353,0.2036,0.0996,0.1904,0.0101,0.0410
a9daf54c,20,78,0.6763,8.5964,0.1435,0.1886,0.1089,0.1806,0.0108,0.0438
d20756ae,20,78,0.6246,8.5963,0.1383,0.1530,0.0982,0.1864,0.0105,0.0381
a9daf54c,20,79,0.6049,8.5963,0.1288,0.1638,0.0952,0.1731,0.0106,0.0335
d20756ae,20,79,0.6376,8.5967,0.1267,0.1484,0.1095,0.2015,0.0213,0.0302
a9daf54c,20,80,0.6163,8.5965,0.1224,0.1510,0.1015,0.1838,0.0299,0.0276
d20756ae,20,80,0.5901,8.5964,0.1134,0.1542,0.0985,0.1711,0.0257,0.0272
d20756ae,1,1,0.5465,8.5964,0.1130,0.1406,0.1086,0.1476,0.0113,0.0254
a9daf54c,1,1,0.8319,8.5963,0.1152,0.1497,0.0939,0.1626,0.2852,0.0253
d20756ae,1,2,0.5515,8.5969,0.1009,0.1349,0.0980,0.1699,0.0171,0.0308
a9daf54c,1,2,0.5544,8.5972,0.1075,0.1547,0.0844,0.1683,0.0161,0.0234
d20756ae,1,3,0.5463,8.5964,0.0979,0.1422,0.0972,0.1613,0.0227,0.0250
a9daf54c,1,3,0.5613,8.5966,0.1114,0.1659,0.0824,0.1588,0.0108,0.0321
d20756ae,1,4,0.5391,8.5964,0.1027,0.1460,0.0881,0.1589,0.0212,0.0222
a9daf54c,1,4,0.5703,8.5967,0.1080,0.1591,0.0947,0.1705,0.0079,0.0301
d20756ae,2,5,0.6713,8.5970,0.1159,0.1864,0.0914,0.1919,0.0517,0.0340
a9daf54c,2,5,0.6367,8.5972,0.1179,0.1690,0.0993,0.2037,0.0150,0.0318
d20756ae,2,6,0.7582,8.5974,0.1417,0.1870,0.1438,0.2281,0.0127,0.0449
a9daf54c,2,6,0.7824,8.5966,0.1266,0.1746,0.1126,0.2021,0.1268,0.0397
d20756ae,2,7,0.6558,8.5966,0.1220,0.1870,0.1001,0.2046,0.0113,0.0308
a9daf54c,2,7,0.6591,8.5964,0.1372,0.1504,0.1172,0.2104,0.0141,0.0298
d20756ae,2,8,0.5941,8.5963,0.1311,0.1585,0.0920,0.1557,0.0310,0.0258
a9daf54c,2,8,0.6062,8.5964,0.1055,0.1828,0.0881,0.1782,0.0112,0.0405
d20756ae,3,9,0.6481,8.5967,0.1304,0.1799,0.1068,0.1864,0.0133,0.0314
a9daf54c,3,9,0.7402,8.5973,0.1217,0.1918,0.1119,0.2012,0.0720,0.0416
d20756ae,3,10,0.6730,8.5967,0.1411,0.1702,0.1076,0.2020,0.0103,0.0419
a9daf54c,3,10,0.6033,8.5965,0.1413,0.1360,0.0989,0.1883,0.0118,0.0269
d20756ae,3,11,0.5729,8.5963,0.1188,0.1694,0.0798,0.1614,0.0136,0.0298
a9daf54c,3,11,0.5628,8.5966,0.1040,0.1647,0.0910,0.1604,0.0085,0.0341
d20756ae,3,12,0.6049,8.5968,0.1231,0.1747,0.0945,0.1727,0.0095,0.0303
a9daf54c,3,12,0.5802,8.5967,0.1096,0.1467,0.0942,0.1739,0.0314,0.0245
d20756ae,4,13,0.5883,8.5965,0.1287,0.1694,0.0836,0.1706,0.0090,0.0270
a9daf54c,4,13,0.6723,8.5967,0.1243,0.1826,0.0955,0.1867,0.0504,0.0329
d20756ae,4,14,0.6710,8.5965,0.1315,0.1861,0.1057,0.1922,0.0118,0.0437
a9daf54c,4,14,0.6484,8.5963,0.1332,0.1590,0.1107,0.1920,0.0219,0.0315
d20756ae,4,15,0.5879,8.5967,0.1363,0.1426,0.0889,0.1833,0.0118,0.0250
a9daf54c,4,15,0.6147,8.5968,0.1139,0.1659,0.0994,0.1938,0.0093,0.0323
d20756ae,4,16,0.6946,8.5967,0.1337,0.1725,0.1058,0.1902,0.0590,0.0334
a9daf54c,4,16,0.6018,8.5967,0.1247,0.1704,0.0903,0.1761,0.0121,0.0281
d20756ae,5,17,0.5882,8.5967,0.1080,0.1716,0.0977,0.1755,0.0090,0.0266
a9daf54c,5,17,0.6443,8.5967,0.1225,0.1757,0.1071,0.1971,0.0117,0.0302
d20756ae,5,18,0.6930,8.5964,0.1224,0.1854,0.1098,0.2037,0.0298,0.0419
a9daf54c,5,18,0.6021,8.5964,0.1190,0.1602,0.1037,0.1727,0.0259,0.0206
d20756ae,5,19,0.6084,8.5964,0.0982,0.1514,0.1112,0.2020,0.0116,0.0340
a9daf54c,5,19,0.6734,8.5967,0.1218,0.1645,0.0980,0.1895,0.0698,0.0298
d20756ae,5,20,0.6422,8.5963,0.1121,0.1683,0.1053,0.1924,0.0290,0.0351
a9daf54c,5,20,0.6323,8.5966,0.1205,0.1744,0.0991,0.1895,0.0225,0.0263
d20756ae,6,21,0.5721,8.5964,0.1123,0.1693,0.0894,0.1660,0.0103,0.0248
a9daf54c,6,21,0.6871,8.5977,0.1247,0.1838,0.1022,0.2312,0.0122,0.0330
d20756ae,6,22,0.8284,8.5968,0.1335,0.2309,0.1148,0.2164,0.0923,0.0406
a9daf54c,6,22,0.6124,8.5968,0.1248,0.1429,0.1078,0.1803,0.0320,0.0247
d20756ae,6,23,0.5716,8.5967,0.1284,0.1711,0.0836,0.1469,0.0094,0.0322
a9daf54c,6,23,0.6397,8.5964,0.1016,0.1569,0.0965,0.1681,0.0840,0.0325
d20756ae,6,24,0.5815,8.5964,0.1253,0.1579,0.0968,0.1622,0.0093,0.0301
a9daf54c,6,24,0.6449,8.5964,0.1181,0.1883,0.0936,0.1850,0.0285,0.0313
d20756ae,7,25,0.6841,8.5964,0.1206,0.2016,0.1092,0.2008,0.0148,0.0371
a9daf54c,7,25,0.6831,8.5963,0.1493,0.1730,0.1108,0.1981,0.0149,0.0371
d20756ae,7,26,0.6658,8.5966,0.1263,0.1881,0.1033,0.1885,0.0148,0.0447
a9daf54c,7,26,0.6007,8.5964,0.1248,0.1444,0.0984,0.1866,0.0156,0.0308
d20756ae,7,27,0.5669,8.5963,0.1379,0.1578,0.0828,0.1441,0.0102,0.0341
a9daf54c,7,27,0.5663,8.5967,0.1028,0.1553,0.0918,0.1594,0.0286,0.0285
d20756ae,7,28,0.5268,8.5965,0.1117,0.1584,0.0768,0.1481,0.0088,0.0230
a9daf54c,7,28,0.5511,8.5967,0.1062,0.1687,0.0918,0.1501,0.0098,0.0245
d20756ae,8,29,0.6535,8.5967,0.1034,0.1922,0.1131,0.1981,0.0126,0.0341
a9daf54c,8,29,0.6914,8.5963,0.1230,0.1972,0.1012,0.1983,0.0398,0.0319
d20756ae,8,30,0.6740,8.5963,0.1240,0.1753,0.1167,0.2122,0.0118,0.0341
a9daf54c,8,30,0.6720,8.5964,0.1271,0.1679,0.1073,0.1997,0.0377,0.0323
d20756ae,8,31,0.5899,8.5968,0.1210,0.1416,0.0952,0.1837,0.0173,0.0312
a9daf54c,8,31,0.5347,8.5963,0.1259,0.1551,0.0755,0.1412,0.0091,0.0279
d20756ae,8,32,0.5410,8.5963,0.0958,0.1507,0.0987,0.1540,0.0127,0.0290
a9daf54c,8,32,0.5759,8.5968,0.0980,0.1568,0.1022,0.1789,0.0156,0.0243
d20756ae,9,33,0.6610,8.5966,0.1218,0.2065,0.1026,0.1698,0.0256,0.0347
a9daf54c,9,33,0.7257,8.5964,0.1240,0.2087,0.1149,0.2260,0.0141,0.0380
d20756ae,9,34,0.7624,8.5964,0.1519,0.2478,0.1100,0.1989,0.0137,0.0401
a9daf54c,9,34,0.6980,8.5966,0.1441,0.1750,0.1517,0.1835,0.0166,0.0271
d20756ae,9,35,0.5636,8.5964,0.1212,0.1682,0.0912,0.1514,0.0080,0.0235
a9daf54c,9,35,0.5525,8.5965,0.1325,0.1340,0.0931,0.1576,0.0104,0.0250
d20756ae,9,36,0.5853,8.5967,0.1230,0.1515,0.0867,0.1600,0.0372,0.0269
a9daf54c,9,36,0.5593,8.5972,0.0975,0.1425,0.0973,0.1721,0.0249,0.0249
d20756ae,10,37,0.5970,8.5966,0.1107,0.1971,0.0798,0.1620,0.0177,0.0296
a9daf54c,10,37,0.6578,8.5966,0.1139,0.1864,0.1040,0.1935,0.0135,0.0464
d20756ae,10,38,0.6842,8.5963,0.1532,0.1740,0.1027,0.2080,0.0126,0.0337
a9daf54c,10,38,0.6338,8.5965,0.1222,0.1562,0.1014,0.1816,0.0453,0.0270
d20756ae,10,39,0.6030,8.5966,0.1260,0.1638,0.1031,0.1704,0.0095,0.0302
a9daf54c,10,39,0.6163,8.5966,0.1134,0.1799,0.0916,0.1622,0.0335,0.0357
d20756ae,10,40,0.5530,8.5967,0.1060,0.1385,0.0993,0.1672,0.0101,0.0320
a9daf54c,10,40,0.5567,8.5968,0.1134,0.1656,0.0805,0.1540,0.0100,0.0332
d20756ae,11,41,0.5866,8.5967,0.1063,0.1808,0.0952,0.1554,0.0193,0.0297
a9daf54c,11,41,0.6607,8.5964,0.1151,0.1870,0.1095,0.2008,0.0101,0.0381
d20756ae,11,42,0.6925,8.5967,0.1323,0.1947,0.1060,0.1938,0.0313,0.0345
a9daf54c,11,42,0.6703,8.5970,0.1233,0.1778,0.1068,0.2148,0.0106,0.0369
d20756ae,11,43,0.6822,8.5964,0.1419,0.1753,0.1091,0.1992,0.0201,0.0366
a9daf54c,11,43,0.6265,8.5964,0.1337,0.1669,0.1033,0.1838,0.0136,0.0251
d20756ae,11,44,0.5767,8.5964,0.1230,0.1474,0.0990,0.1682,0.0084,0.0306
a9daf54c,11,44,0.5903,8.5964,0.1282,0.1657,0.0887,0.1703,0.0097,0.0277
d20756ae,12,45,0.6097,8.5964,0.1176,0.1688,0.1056,0.1733,0.0151,0.0293
a9daf54c,12,45,0.6340,8.5963,0.1379,0.1936,0.0905,0.1655,0.0096,0.0369
d20756ae,12,46,0.6517,8.5964,0.1107,0.1975,0.1028,0.1935,0.0096,0.0376
a9daf54c,12,46,0.6785,8.5964,0.1458,0.2035,0.1016,0.1785,0.0105,0.0386
d20756ae,12,47,0.6428,8.5970,0.1373,0.1484,0.1055,0.1967,0.0168,0.0380
a9daf54c,12,47,0.5827,8.5965,0.1250,0.1632,0.0937,0.1624,0.0097,0.0287
